sample	genome	completeness	contamination	d	p	c	o	f	g	s	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings	completeness_model_used	translation_table_used	coding_density	contig_n50	average_gene_length	genome_size	gc_content	total_coding_sequences	total_contigs	max_contig_length	additional_notes
WM17	WM17_S12_011	96.6	2.65	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas_O	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_O;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	92.12	11	0.97884	NA	Neural Network (Specific Model)	11	0.924	46842	311.1228579726982	3469796	0.63	3443	112	220781	None
WM17	WM17_S12_012	100	0.16	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Paracaedibacterales	f__UBA11393	g__JAGOTX01	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Paracaedibacterales;f__UBA11393;g__JAGOTX01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	NA	92.25	11	0.90435	NA	Gradient Boost (General Model)	11	0.873	22244	313.7870182555781	1591424	0.34	1479	116	84109	None
WM17	WM17_S12_013	100	4.13	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__CAIVPM01	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__CAIVPM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	90.07	11	0.98482	NA	Gradient Boost (General Model)	11	0.91	18934	362.89568599717114	3379469	0.33	2828	247	90344	None
WM17	WM17_S12_014	99.36	3.09	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__Sediminibacterium sp017996795	GCA_017996795.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017996795	95.82	0.836	GCA_017996795.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017996795	95.82	0.836	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002281875.1, s__Sediminibacterium sp002281875, 95.0, 90.02, 0.637; GCA_001829005.1, s__Sediminibacterium sp001829005, 95.0, 89.9, 0.621; GCF_030695065.1, s__Sediminibacterium sp030695065, 95.0, 87.61, 0.489; GCA_002281575.1, s__Sediminibacterium sp002281575, 95.0, 87.06, 0.467; GCA_002786355.1, s__Sediminibacterium sp002786355, 95.0, 84.74, 0.297	87.92	11	NA	NA	Gradient Boost (General Model)	11	0.943	60125	341.6869173899068	3377437	0.36	3111	140	190020	None
WM17	WM17_S12_015	91.87	2.01	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	89.61	11	0.96224	NA	Neural Network (Specific Model)	11	0.894	51750	334.5693112467306	3860532	0.45	3441	142	131578	None
WM17	WM17_S12_016	96.18	1.45	d__Bacteria	p__Bacteroidota	c__Kapaibacteriia	o__Kapaibacteriales	f__Kapaibacteriaceae	g__Kapaibacterium	s__	NA	NA	NA	NA	NA	GCA_018266735.1	95	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__Kapaibacteriaceae;g__Kapaibacterium;s__Kapaibacterium sp018266735	89.48	0.594	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__Kapaibacteriaceae;g__Kapaibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	NA	90.9	11	0.99516	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Gradient Boost (General Model)	11	0.948	16326	349.4244372990354	3429030	0.55	3110	281	74353	None
WM17	WM17_S12_017	97.93	8.22	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__LMDS01	s__	NA	NA	NA	NA	NA	GCA_025359585.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMDS01;s__LMDS01 sp025359585	88.69	0.329	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMDS01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	NA	87.65	11	0.98694	NA	Gradient Boost (General Model)	11	0.919	24333	309.87993138936537	5889468	0.67	5830	360	127019	None
WM17	WM17_S12_018	99.88	2.49	d__Bacteria	p__Spirochaetota	c__Leptospirae	o__Leptospirales	f__Leptospiraceae	g__Leptospira_A	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_016918735.1, s__Leptospira_A abararensis, 95.0, 90.65, 0.654; GCF_000332455.1, s__Leptospira_A vanthielii, 95.0, 90.63, 0.648; GCF_000332515.2, s__Leptospira_A wolbachii, 95.0, 88.55, 0.568; GCF_000332495.1, s__Leptospira_A terpstrae, 95.0, 87.45, 0.523; GCF_016919165.1, s__Leptospira_A chreensis, 95.0, 86.84, 0.448; GCF_004769575.1, s__Leptospira_A perdikensis, 95.0, 85.59, 0.389; GCF_004770765.1, s__Leptospira_A noumeaensis, 95.0, 84.99, 0.294; GCF_004770265.1, s__Leptospira_A congkakensis, 95.0, 84.95, 0.339; GCF_004770145.1, s__Leptospira_A bourretii, 95.0, 84.86, 0.31; GCF_004769235.1, s__Leptospira_A kanakyensis, 95.0, 84.81, 0.313; GCF_004770905.1, s__Leptospira_A bandrabouensis, 95.0, 84.73, 0.309; GCF_004770045.1, s__Leptospira_A montravelensis, 95.0, 84.56, 0.284; GCF_004770475.1, s__Leptospira_A mtsangambouensis, 95.0, 84.42, 0.307; GCF_002811945.1, s__Leptospira_A harrisiae, 95.0, 84.35, 0.296; GCF_004368965.1, s__Leptospira_A meyeri, 95.0, 84.23, 0.294; GCF_002812125.1, s__Leptospira_A brenneri, 95.0, 84.23, 0.294; GCF_026151655.1, s__Leptospira_A sp026151655, 95.0, 84.17, 0.27	89.04	11	0.99587	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Neural Network (Specific Model)	11	0.936	44441	322.85977954370674	4026112	0.39	3901	158	132291	None
WM17	WM17_S12_019	95.57	11.37	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024707075.1, s__Afipia sp024707075, 95.0, 86.06, 0.279; GCA_017474385.1, s__Afipia sp017474385, 95.0, 85.66, 0.241; GCF_000314675.2, s__Afipia broomeae, 95.0, 85.57, 0.245; GCF_021502575.1, s__Afipia sp021502575, 95.0, 85.0, 0.26; GCF_000497575.1, s__Afipia sp000497575, 95.0, 84.77, 0.224; GCA_030652315.1, s__Afipia sp030652315, 95.0, 84.75, 0.225; GCF_001006325.2, s__Afipia massiliensis_A, 95.0, 84.51, 0.24; GCF_014203115.1, s__Afipia massiliensis, 95.0, 84.44, 0.209; GCF_000308295.2, s__Afipia birgiae, 95.0, 84.14, 0.203; GCF_000336555.1, s__Afipia clevelandensis, 95.0, 83.55, 0.158; GCA_017308575.1, s__Afipia sp001897905, 95.0, 82.93, 0.171	81.93	11	0.98	Genome has more than 10.0% of markers with multiple hits	Neural Network (Specific Model)	11	0.868	35555	288.35516234950745	5454492	0.61	5482	261	134239	None
WM17	WM17_S12_020	97.03	1.03	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__B-17B0	f__B-17BO	g__UBA2475	s__	NA	NA	NA	NA	NA	GCA_013816615.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__UBA2475 sp013816615	84.52	0.25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016787705.1, s__UBA2475 sp016787705, 95.0, 83.21, 0.245	86.57	11	0.98977	NA	Neural Network (Specific Model)	11	0.928	132291	349.9906966190152	4982129	0.34	4407	68	293821	None
WM17	WM17_S12_021	93.53	6.81	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JACMQX01	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JACMQX01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	NA	82.5	11	0.95521	NA	Gradient Boost (General Model)	11	0.916	11755	309.90607950116913	5201306	0.68	5132	570	42282	None
WM17	WM17_S12_022	95.09	4.9	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus sp903920435	GCA_903920435.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	98.14	0.867	GCA_903920435.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	98.14	0.867	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001725325.1, s__Rhodoglobus sp001725325, 95.0, 86.44, 0.348; GCA_025463515.1, s__Rhodoglobus sp025463515, 95.0, 85.75, 0.255	82.64	11	NA	NA	Neural Network (Specific Model)	11	0.939	17357	289.6249282021827	3211316	0.69	3482	269	51698	None
WM17	WM17_S12_023	93.92	4.49	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__NS11-12g	f__UBA9320	g__JABWCE01	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__JABWCE01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	80.36	11	0.9517	NA	Gradient Boost (General Model)	11	0.914	9602	317.1146763392857	3724131	0.36	3584	482	36511	None
WM17	WM17_S12_024	92.47	14.61	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	77.78	11	0.98847	Genome has more than 12.5% of markers with multiple hits	Neural Network (Specific Model)	11	0.916	16615	296.07342266890004	3464706	0.56	3582	279	109162	None
WM17	WM17_S12_025	89.71	2.57	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Iamiaceae	g__JAGQSI01	s__	NA	NA	NA	NA	NA	GCA_025463265.1	95	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__JAGQSI01;s__JAGQSI01 sp025463265	85.46	0.163	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__JAGQSI01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	NA	78.39	11	0.97695	NA	Gradient Boost (General Model)	11	0.917	10276	295.5535003512058	4120933	0.7	4271	508	62325	None
WM17	WM17_S12_026	87.24	1.73	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rickettsiales	f__Rickettsiaceae	g__GCA-2402195	s__GCA-2402195 sp945865485	GCA_945865485.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__GCA-2402195 sp945865485	97.47	0.816	GCA_945865485.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__GCA-2402195 sp945865485	97.47	0.816	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	NA	78.89	11	NA	NA	Neural Network (Specific Model)	11	0.869	8109	281.83620689655174	1464826	0.35	1508	220	35423	None
WM17	WM17_S12_027	82.18	2.22	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__LD1	g__Bog-950	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	73.78	11	0.95372	NA	Gradient Boost (General Model)	11	0.908	10379	332.9543369890329	5506295	0.43	5015	669	74766	None
WM17	WM17_S12_028	94.38	10.1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__	NA	NA	NA	NA	NA	GCA_029946075.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp029946075	92.21	0.529	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902826195.1, s__Bradyrhizobium sp902826195, 95.0, 85.38, 0.159; GCF_023101085.1, s__Bradyrhizobium sp023101085, 95.0, 84.84, 0.206; GCF_030413175.1, s__Bradyrhizobium sp030413175, 95.0, 84.75, 0.208; GCF_018596315.1, s__Bradyrhizobium sp018596315, 95.0, 84.5, 0.207; GCF_003062295.1, s__Bradyrhizobium algeriense, 95.0, 84.5, 0.203; GCF_023073415.1, s__Bradyrhizobium sp023073415, 95.0, 84.44, 0.191; GCF_023100945.1, s__Bradyrhizobium sp023100945, 95.0, 84.43, 0.194; GCF_900103365.1, s__Bradyrhizobium sp900103365, 95.0, 84.42, 0.169; GCA_023387735.1, s__Bradyrhizobium sp023387735, 95.0, 84.41, 0.202; GCF_018130385.1, s__Bradyrhizobium sp018130385, 95.0, 84.35, 0.202; GCF_001440395.1, s__Bradyrhizobium jicamae, 95.0, 84.33, 0.187; GCF_900099825.1, s__Bradyrhizobium ottawaense_A, 95.0, 84.33, 0.174; GCF_001440475.1, s__Bradyrhizobium lablabi, 95.0, 84.26, 0.19; GCF_029051645.1, s__Bradyrhizobium sp029051645, 95.0, 84.24, 0.172; GCA_023422775.1, s__Bradyrhizobium sp023422775, 95.0, 84.2, 0.191; GCF_009930815.1, s__Bradyrhizobium sp009930815, 95.0, 84.19, 0.189; GCF_005937885.2, s__Bradyrhizobium sp005937885, 95.0, 84.17, 0.17; GCF_001693515.2, s__Bradyrhizobium paxllaeri, 95.0, 84.12, 0.203; GCF_001440405.1, s__Bradyrhizobium valentinum, 95.0, 83.96, 0.162; GCF_018131065.1, s__Bradyrhizobium sp018131065, 95.0, 83.95, 0.159; GCF_001693385.1, s__Bradyrhizobium icense, 95.0, 83.91, 0.171; GCF_029714305.1, s__Bradyrhizobium sp029714305, 95.0, 83.91, 0.169; GCF_018130065.1, s__Bradyrhizobium sp018130065, 95.0, 83.87, 0.16; GCF_000472965.1, s__Bradyrhizobium murdochi, 95.0, 83.8, 0.161; GCF_018131075.1, s__Bradyrhizobium sp018131075, 95.0, 83.77, 0.155; GCF_018398875.1, s__Bradyrhizobium sp018398875, 95.0, 83.76, 0.155; GCF_018130145.1, s__Bradyrhizobium sp018130145, 95.0, 83.69, 0.152; GCA_017305715.1, s__Bradyrhizobium sp017305715, 95.0, 83.65, 0.155; GCF_001693485.1, s__Bradyrhizobium sp001693485, 95.0, 83.62, 0.161; GCF_018398895.1, s__Bradyrhizobium sp018398895, 95.0, 83.6, 0.152; GCF_001440415.1, s__Bradyrhizobium retamae, 95.0, 83.52, 0.16; GCF_013114825.1, s__Bradyrhizobium australiense, 95.0, 83.48, 0.15; GCF_013114835.1, s__Bradyrhizobium archetypum, 95.0, 83.46, 0.153; GCF_022844465.1, s__Bradyrhizobium sp022844465, 95.0, 83.29, 0.187	72.29	11	0.99742	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 10.8% of markers with multiple hits	Neural Network (Specific Model)	11	0.867	24572	291.09861932938855	6627047	0.63	6591	403	122579	None
WM17	WM17_S12_029	84.14	3.78	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__	NA	NA	NA	NA	NA	GCA_030693575.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp030693575	92.3	0.569	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030285985.1, s__Brevundimonas sp030285985, 95.0, 91.32, 0.589; GCF_030160755.1, s__Brevundimonas denitrificans, 95.0, 89.96, 0.461; GCF_937982535.1, s__Brevundimonas sp002343425, 95.0, 89.95, 0.473; GCA_006515835.1, s__Brevundimonas sp006515835, 95.0, 89.93, 0.405; GCF_002483305.1, s__Brevundimonas sp002483305, 95.0, 89.4, 0.363; GCF_004296955.1, s__Brevundimonas sp004296955, 95.0, 88.99, 0.387; GCA_018826515.1, s__Brevundimonas sp018826515, 95.0, 88.93, 0.388; GCA_030856285.1, s__Brevundimonas sp030856285, 95.0, 88.58, 0.304; GCF_030704825.1, s__Brevundimonas sp030704825, 95.0, 88.18, 0.286; GCA_019746095.1, s__Brevundimonas sp019746095, 95.0, 88.01, 0.308; GCF_027487935.1, s__Brevundimonas sp027487935, 95.0, 88.0, 0.289; GCF_030682035.1, s__Brevundimonas sp030682035, 95.0, 87.99, 0.3; GCF_001427825.1, s__Brevundimonas sp001427825, 95.0, 87.4, 0.274; GCA_947501315.1, s__Brevundimonas sp947501315, 95.0, 87.32, 0.259; GCF_029946145.1, s__Brevundimonas sp029946145, 95.0, 86.78, 0.247	70.29	11	0.99716	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Neural Network (Specific Model)	11	0.904	8481	271.5889167188478	2873656	0.68	3194	410	41829	None
WM17	WM17_S12_030	84.4	4.7	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__Afipia broomeae	GCF_000314675.2	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	97.79	0.833	GCF_000314675.2	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	97.79	0.833	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000497575.1, s__Afipia sp000497575, 95.0, 90.58, 0.537; GCA_017474385.1, s__Afipia sp017474385, 95.0, 89.32, 0.418; GCF_014203115.1, s__Afipia massiliensis, 95.0, 86.08, 0.263; GCF_000308295.2, s__Afipia birgiae, 95.0, 85.67, 0.25; GCA_030652315.1, s__Afipia sp030652315, 95.0, 85.53, 0.224; GCF_000336555.1, s__Afipia clevelandensis, 95.0, 85.43, 0.211; GCF_001006325.2, s__Afipia massiliensis_A, 95.0, 85.37, 0.262; GCA_024707075.1, s__Afipia sp024707075, 95.0, 84.85, 0.184; GCA_024508675.1, s__Afipia sp024508675, 95.0, 84.34, 0.197; GCA_017308595.1, s__Afipia sp017308595, 95.0, 84.26, 0.163; GCF_021502575.1, s__Afipia sp021502575, 95.0, 83.93, 0.155	70.59	11	NA	NA	Neural Network (Specific Model)	11	0.883	15126	283.10783711888683	4693795	0.61	4887	431	131752	None
WM17	WM17_S12_031	80.15	3.82	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030157685.1, s__Ferruginibacter sp030157685, 95.0, 87.2, 0.264; GCA_016715365.1, s__Ferruginibacter sp016715365, 95.0, 86.82, 0.256; GCA_016710935.1, s__Ferruginibacter sp016710935, 95.0, 85.71, 0.198	68.84	11	0.98376	NA	Gradient Boost (General Model)	11	0.895	8144	300.987012987013	3567428	0.39	3542	519	33026	None
WM17	WM17_S12_032	83.92	4.77	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__SCMT01	s__	NA	NA	NA	NA	NA	GCA_020692565.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__SCMT01 sp020692565	89.54	0.397	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	NA	69.65	11	0.98777	NA	Gradient Boost (General Model)	11	0.874	6891	295.9846475924634	4360656	0.65	4299	717	70246	None
WM17	WM17_S12_033	87.48	2.24	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax	s__Acidovorax sp001428665	GCF_001428665.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax sp001428665	97.39	0.877	GCF_001428665.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax sp001428665	97.39	0.877	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_030704685.1, s__Acidovorax sp030704685, 95.0, 94.47, 0.759; GCF_000276605.1, s__Acidovorax sp000276605, 95.0, 90.97, 0.603; GCF_014207955.1, s__Acidovorax soli_A, 95.0, 89.95, 0.523; GCF_019218755.1, s__Acidovorax sp019218755, 95.0, 86.2, 0.17; GCF_003852545.1, s__Acidovorax sp003852545, 95.0, 85.8, 0.176	69.43	11	NA	NA	Neural Network (Specific Model)	11	0.906	9711	294.3725720026792	5812912	0.67	5972	724	54624	None
WM17	WM17_S12_034	80.96	0.56	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__NS11-12g	f__UKL13-3	g__RGVD01	s__	NA	NA	NA	NA	NA	GCA_010027395.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UKL13-3;g__RGVD01;s__RGVD01 sp010027395	87.54	0.243	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UKL13-3;g__RGVD01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945870425.1, s__RGVD01 sp945870425, 95.0, 86.8, 0.26; GCA_947460565.1, s__RGVD01 sp947460565, 95.0, 86.05, 0.203	67.83	11	0.98652	NA	Neural Network (Specific Model)	11	0.909	6667	310.41953663118346	3266310	0.35	3194	549	27136	None
WM17	WM17_S12_035	76.06	2.83	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	64.33	11	0.97316	NA	Gradient Boost (General Model)	11	0.935	5312	268.9525934188511	1543446	0.47	1793	306	21556	None
WM17	WM17_S12_036	72.84	1.65	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	s__	NA	NA	NA	NA	NA	GCF_013004105.1	95	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas groenlandica	89.19	0.461	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_947461225.1, s__Gemmatimonas sp947461225, 95.0, 87.01, 0.187; GCA_903900795.1, s__Gemmatimonas sp903900795, 95.0, 86.61, 0.153; GCA_947462095.1, s__Gemmatimonas sp947462095, 95.0, 86.53, 0.154; GCA_002737115.1, s__Gemmatimonas sp002737115, 95.0, 86.29, 0.178; GCA_945870175.1, s__Gemmatimonas phototrophica_A, 95.0, 85.94, 0.172	64.63	11	0.98732	NA	Neural Network (Specific Model)	11	0.919	6593	294.17549504950495	3870139	0.65	4040	661	22309	None
