user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
WM22_S17_MAGScoT_cleanbin_000023	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_008080615.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp008080615	89.27	0.466	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	77.48	11	0.99057	N/A
WM22_S17_MAGScoT_cleanbin_000024	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JACMNW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JACMNW01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	69.26	11	0.99014	N/A
WM22_S17_MAGScoT_cleanbin_000025	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	69.65	11	0.92713	N/A
WM22_S17_MAGScoT_cleanbin_000026	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_016185115.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp016185115	87.85	0.402	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	67.17	11	0.99335	N/A
WM22_S17_MAGScoT_cleanbin_000027	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	68.86	11	0.985	N/A
WM22_S17_MAGScoT_cleanbin_000028	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	67.63	11	0.94703	N/A
WM22_S17_MAGScoT_cleanbin_000029	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__GCA-2737725;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__GCA-2737725;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	64.75	11	0.94932	N/A
WM22_S17_MAGScoT_cleanbin_000030	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	GCA_903920435.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	97.8	0.841	GCA_903920435.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	97.8	0.841	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001725325.1, s__Rhodoglobus sp001725325, 95.0, 87.65, 0.295; GCA_025463515.1, s__Rhodoglobus sp025463515, 95.0, 86.85, 0.216	63.59	11	N/A	N/A
WM22_S17_MAGScoT_cleanbin_000031	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__	N/A	N/A	N/A	N/A	N/A	GCA_020692565.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__SCMT01 sp020692565	89.81	0.366	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	58.09	11	0.9878	N/A
WM22_S17_MAGScoT_cleanbin_000032	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__2-12-FULL-35-15;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__2-12-FULL-35-15;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	55.53	11	0.93138	N/A
WM22_S17_MAGScoT_cleanbin_000033	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA4416;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA4416;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	50.07	11	0.97419	N/A
WM22_S17_MAGScoT_cleanbin_000034	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAIYDJ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAIYDJ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	47.98	11	0.96935	N/A
WM22_S17_MAGScoT_cleanbin_000035	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_016185115.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp016185115	88.66	0.4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	47.27	11	0.99204	N/A
WM22_S17_MAGScoT_cleanbin_000036	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__	N/A	N/A	N/A	N/A	N/A	GCA_903917595.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__Tabrizicola sp903917595	87.35	0.198	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	46.0	11	0.99485	N/A
WM22_S17_MAGScoT_cleanbin_000037	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales_A;f__Amoebophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales_A;f__Amoebophilaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	46.32	11	0.7699	N/A
WM22_S17_MAGScoT_cleanbin_000038	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	41.27	11	0.95684	N/A
WM23_S18_MAGScoT_cleanbin_000001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	98.67	11	0.94136	N/A
WM23_S18_MAGScoT_cleanbin_000002	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__2-12-FULL-35-15;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__2-12-FULL-35-15;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.99	11	0.96548	N/A
WM23_S18_MAGScoT_cleanbin_000003	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.76	11	0.9763	N/A
WM23_S18_MAGScoT_cleanbin_000004	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.84	11	0.98402	N/A
WM23_S18_MAGScoT_cleanbin_000005	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.72	11	0.95374	N/A
WM23_S18_MAGScoT_cleanbin_000006	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UKL13-3;g__UKL13-3;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UKL13-3;g__UKL13-3;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.5	11	0.97049	N/A
WM23_S18_MAGScoT_cleanbin_000007	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp016786805	GCA_016786805.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp016786805	98.85	0.874	GCA_016786805.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp016786805	98.85	0.874	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_017303455.1, s__JJ008 sp017303455, 95.0, 91.58, 0.692; GCA_902826165.1, s__JJ008 sp902826165, 95.0, 91.44, 0.748; GCA_002400415.1, s__JJ008 sp002400415, 95.0, 85.48, 0.406	97.72	11	N/A	N/A
WM23_S18_MAGScoT_cleanbin_000008	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA2268;g__JAPLFM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA2268;g__JAPLFM01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	97.2	11	0.85953	N/A
WM23_S18_MAGScoT_cleanbin_000009	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_008080615.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp008080615	89.91	0.573	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	96.35	11	0.9909	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM23_S18_MAGScoT_cleanbin_000010	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__JANYCO01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__JANYCO01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.82	11	0.95079	N/A
WM23_S18_MAGScoT_cleanbin_000011	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__	N/A	N/A	N/A	N/A	N/A	GCA_020160915.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp020160915	92.68	0.72	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	89.53	11	0.9963	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM23_S18_MAGScoT_cleanbin_000012	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_018780645.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter;s__Paucibacter sp018780645	90.71	0.659	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_004362525.1, s__Paucibacter toxinivorans, 95.0, 90.91, 0.612	86.51	11	0.99635	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 12.5% of markers with multiple hits
WM23_S18_MAGScoT_cleanbin_000013	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.9	11	0.99219	N/A
WM23_S18_MAGScoT_cleanbin_000014	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA4416;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA4416;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.2	11	0.97449	N/A
WM23_S18_MAGScoT_cleanbin_000015	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017996795	GCA_017996795.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017996795	95.69	0.793	GCA_017996795.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017996795	95.69	0.793	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002281875.1, s__Sediminibacterium sp002281875, 95.0, 89.96, 0.598; GCA_001829005.1, s__Sediminibacterium sp001829005, 95.0, 89.82, 0.624; GCF_030695065.1, s__Sediminibacterium sp030695065, 95.0, 87.69, 0.48; GCA_002281575.1, s__Sediminibacterium sp002281575, 95.0, 87.41, 0.449; GCA_002786355.1, s__Sediminibacterium sp002786355, 95.0, 84.93, 0.26	86.51	11	N/A	N/A
WM23_S18_MAGScoT_cleanbin_000016	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_016234625.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter sp016234625	88.14	0.333	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030678995.1, s__Caulobacter sp030678995, 95.0, 86.98, 0.264; GCA_947479185.1, s__Caulobacter sp947479185, 95.0, 86.85, 0.243; GCA_021741355.1, s__Caulobacter sp021741355, 95.0, 86.35, 0.269; GCA_903858185.1, s__Caulobacter sp903858185, 95.0, 86.11, 0.233; GCA_030645575.1, s__Caulobacter sp030645575, 95.0, 86.1, 0.257	84.47	11	0.98405	N/A
WM23_S18_MAGScoT_cleanbin_000017	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024707075.1, s__Afipia sp024707075, 95.0, 85.94, 0.274; GCF_000314675.2, s__Afipia broomeae, 95.0, 85.52, 0.238; GCA_017474385.1, s__Afipia sp017474385, 95.0, 85.33, 0.234; GCF_021502575.1, s__Afipia sp021502575, 95.0, 84.81, 0.268; GCF_000497575.1, s__Afipia sp000497575, 95.0, 84.44, 0.219; GCF_001006325.2, s__Afipia massiliensis_A, 95.0, 84.42, 0.243; GCF_014203115.1, s__Afipia massiliensis, 95.0, 84.11, 0.206; GCA_030652315.1, s__Afipia sp030652315, 95.0, 84.04, 0.214; GCF_000308295.2, s__Afipia birgiae, 95.0, 83.91, 0.207; GCF_000336555.1, s__Afipia clevelandensis, 95.0, 83.43, 0.157; GCA_017308575.1, s__Afipia sp001897905, 95.0, 82.42, 0.163	80.32	11	0.98538	N/A
WM23_S18_MAGScoT_cleanbin_000018	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__CAIYMF01;g__WLRQ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__CAIYMF01;g__WLRQ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	81.57	11	0.91611	N/A
WM23_S18_MAGScoT_cleanbin_000019	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	GCF_000314675.2	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	97.94	0.883	GCF_000314675.2	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	97.94	0.883	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000497575.1, s__Afipia sp000497575, 95.0, 90.39, 0.603; GCA_017474385.1, s__Afipia sp017474385, 95.0, 89.32, 0.443; GCF_014203115.1, s__Afipia massiliensis, 95.0, 85.64, 0.27; GCF_000308295.2, s__Afipia birgiae, 95.0, 85.61, 0.273; GCF_001006325.2, s__Afipia massiliensis_A, 95.0, 85.38, 0.28; GCA_030652315.1, s__Afipia sp030652315, 95.0, 85.31, 0.241; GCF_000336555.1, s__Afipia clevelandensis, 95.0, 85.14, 0.233; GCA_024508675.1, s__Afipia sp024508675, 95.0, 84.57, 0.215; GCA_024707075.1, s__Afipia sp024707075, 95.0, 84.24, 0.187; GCF_021502575.1, s__Afipia sp021502575, 95.0, 84.01, 0.184; GCA_017308595.1, s__Afipia sp017308595, 95.0, 83.97, 0.168	79.4	11	N/A	N/A
WM23_S18_MAGScoT_cleanbin_000020	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__	N/A	N/A	N/A	N/A	N/A	GCA_013816615.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__UBA2475 sp013816615	85.03	0.211	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016787705.1, s__UBA2475 sp016787705, 95.0, 84.38, 0.207	78.51	11	0.98981	N/A
WM23_S18_MAGScoT_cleanbin_000021	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	GCA_903920435.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	97.96	0.849	GCA_903920435.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	97.96	0.849	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001725325.1, s__Rhodoglobus sp001725325, 95.0, 87.12, 0.334; GCA_025463515.1, s__Rhodoglobus sp025463515, 95.0, 86.01, 0.233	80.91	11	N/A	N/A
WM23_S18_MAGScoT_cleanbin_000022	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	N/A	N/A	N/A	N/A	N/A	GCA_029946075.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp029946075	91.92	0.516	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_023101085.1, s__Bradyrhizobium sp023101085, 95.0, 85.13, 0.205; GCF_030413175.1, s__Bradyrhizobium sp030413175, 95.0, 85.02, 0.207; GCA_902826195.1, s__Bradyrhizobium sp902826195, 95.0, 84.98, 0.151; GCF_018596315.1, s__Bradyrhizobium sp018596315, 95.0, 84.74, 0.203; GCF_900099825.1, s__Bradyrhizobium ottawaense_A, 95.0, 84.71, 0.172; GCF_018130385.1, s__Bradyrhizobium sp018130385, 95.0, 84.7, 0.202; GCF_900103365.1, s__Bradyrhizobium sp900103365, 95.0, 84.66, 0.17; GCF_005937885.2, s__Bradyrhizobium sp005937885, 95.0, 84.61, 0.17; GCF_023073415.1, s__Bradyrhizobium sp023073415, 95.0, 84.59, 0.19; GCF_023100945.1, s__Bradyrhizobium sp023100945, 95.0, 84.58, 0.191; GCF_009930815.1, s__Bradyrhizobium sp009930815, 95.0, 84.58, 0.185; GCF_001440475.1, s__Bradyrhizobium lablabi, 95.0, 84.58, 0.183; GCF_003062295.1, s__Bradyrhizobium algeriense, 95.0, 84.52, 0.202; GCF_001440395.1, s__Bradyrhizobium jicamae, 95.0, 84.52, 0.188; GCF_001693515.2, s__Bradyrhizobium paxllaeri, 95.0, 84.5, 0.186; GCA_023422775.1, s__Bradyrhizobium sp023422775, 95.0, 84.44, 0.183; GCA_023387735.1, s__Bradyrhizobium sp023387735, 95.0, 84.36, 0.19; GCF_018131075.1, s__Bradyrhizobium sp018131075, 95.0, 84.35, 0.151; GCF_018130065.1, s__Bradyrhizobium sp018130065, 95.0, 84.28, 0.158; GCF_018131065.1, s__Bradyrhizobium sp018131065, 95.0, 84.21, 0.153; GCF_029714305.1, s__Bradyrhizobium sp029714305, 95.0, 84.18, 0.166; GCF_018398895.1, s__Bradyrhizobium sp018398895, 95.0, 84.11, 0.152; GCF_029051645.1, s__Bradyrhizobium sp029051645, 95.0, 84.07, 0.168; GCF_001440405.1, s__Bradyrhizobium valentinum, 95.0, 84.03, 0.162; GCF_013114825.1, s__Bradyrhizobium australiense, 95.0, 83.96, 0.15; GCA_017305715.1, s__Bradyrhizobium sp017305715, 95.0, 83.94, 0.151; GCF_001693385.1, s__Bradyrhizobium icense, 95.0, 83.85, 0.169; GCF_013114835.1, s__Bradyrhizobium archetypum, 95.0, 83.78, 0.154; GCF_001440415.1, s__Bradyrhizobium retamae, 95.0, 83.74, 0.153; GCF_001693485.1, s__Bradyrhizobium sp001693485, 95.0, 83.72, 0.157; GCF_000472965.1, s__Bradyrhizobium murdochi, 95.0, 83.63, 0.16; GCF_022844465.1, s__Bradyrhizobium sp022844465, 95.0, 83.57, 0.166	78.55	11	0.99727	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
