Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
WM17_S12_MAGScoT_cleanbin_000008	96.69	0.1	Gradient Boost (General Model)	11	0.926	28740	298.47981917985146	2987432	0.51	3097	178	124185	None
WM17_S12_MAGScoT_cleanbin_000009	89.67	1.64	Neural Network (Specific Model)	11	0.88	9498	302.9267872523686	5983266	0.6	5805	765	110363	None
WM17_S12_MAGScoT_cleanbin_000010	94.93	4.2	Gradient Boost (General Model)	11	0.933	22658	291.1342578931838	3164447	0.67	3389	204	76731	None
WM17_S12_MAGScoT_cleanbin_000011	96.6	2.65	Neural Network (Specific Model)	11	0.924	46842	311.1228579726982	3469796	0.63	3443	112	220781	None
WM17_S12_MAGScoT_cleanbin_000012	100.0	0.16	Gradient Boost (General Model)	11	0.873	22244	313.7870182555781	1591424	0.34	1479	116	84109	None
WM17_S12_MAGScoT_cleanbin_000013	100.0	4.13	Gradient Boost (General Model)	11	0.91	18934	362.89568599717114	3379469	0.33	2828	247	90344	None
WM17_S12_MAGScoT_cleanbin_000014	99.36	3.09	Gradient Boost (General Model)	11	0.943	60125	341.6869173899068	3377437	0.36	3111	140	190020	None
WM17_S12_MAGScoT_cleanbin_000015	91.87	2.01	Neural Network (Specific Model)	11	0.894	51750	334.5693112467306	3860532	0.45	3441	142	131578	None
WM17_S12_MAGScoT_cleanbin_000016	96.18	1.45	Gradient Boost (General Model)	11	0.948	16326	349.4244372990354	3429030	0.55	3110	281	74353	None
WM17_S12_MAGScoT_cleanbin_000017	97.93	8.22	Gradient Boost (General Model)	11	0.919	24333	309.87993138936537	5889468	0.67	5830	360	127019	None
WM17_S12_MAGScoT_cleanbin_000018	99.88	2.49	Neural Network (Specific Model)	11	0.936	44441	322.85977954370674	4026112	0.39	3901	158	132291	None
WM17_S12_MAGScoT_cleanbin_000019	95.57	11.37	Neural Network (Specific Model)	11	0.868	35555	288.35516234950745	5454492	0.61	5482	261	134239	None
WM17_S12_MAGScoT_cleanbin_000020	97.03	1.03	Neural Network (Specific Model)	11	0.928	132291	349.9906966190152	4982129	0.34	4407	68	293821	None
WM17_S12_MAGScoT_cleanbin_000021	93.53	6.81	Gradient Boost (General Model)	11	0.916	11755	309.90607950116913	5201306	0.68	5132	570	42282	None
WM17_S12_MAGScoT_cleanbin_000022	95.09	4.9	Neural Network (Specific Model)	11	0.939	17357	289.6249282021827	3211316	0.69	3482	269	51698	None
WM17_S12_MAGScoT_cleanbin_000023	93.92	4.49	Gradient Boost (General Model)	11	0.914	9602	317.1146763392857	3724131	0.36	3584	482	36511	None
WM17_S12_MAGScoT_cleanbin_000024	92.47	14.61	Neural Network (Specific Model)	11	0.916	16615	296.07342266890004	3464706	0.56	3582	279	109162	None
WM17_S12_MAGScoT_cleanbin_000025	89.71	2.57	Gradient Boost (General Model)	11	0.917	10276	295.5535003512058	4120933	0.7	4271	508	62325	None
WM17_S12_MAGScoT_cleanbin_000026	87.24	1.73	Neural Network (Specific Model)	11	0.869	8109	281.83620689655174	1464826	0.35	1508	220	35423	None
WM17_S12_MAGScoT_cleanbin_000027	82.18	2.22	Gradient Boost (General Model)	11	0.908	10379	332.9543369890329	5506295	0.43	5015	669	74766	None
WM17_S12_MAGScoT_cleanbin_000028	94.38	10.1	Neural Network (Specific Model)	11	0.867	24572	291.09861932938855	6627047	0.63	6591	403	122579	None
WM17_S12_MAGScoT_cleanbin_000029	84.14	3.78	Neural Network (Specific Model)	11	0.904	8481	271.5889167188478	2873656	0.68	3194	410	41829	None
WM17_S12_MAGScoT_cleanbin_000030	84.4	4.7	Neural Network (Specific Model)	11	0.883	15126	283.10783711888683	4693795	0.61	4887	431	131752	None
WM17_S12_MAGScoT_cleanbin_000031	80.15	3.82	Gradient Boost (General Model)	11	0.895	8144	300.987012987013	3567428	0.39	3542	519	33026	None
WM17_S12_MAGScoT_cleanbin_000032	83.92	4.77	Gradient Boost (General Model)	11	0.874	6891	295.9846475924634	4360656	0.65	4299	717	70246	None
WM17_S12_MAGScoT_cleanbin_000033	87.48	2.24	Neural Network (Specific Model)	11	0.906	9711	294.3725720026792	5812912	0.67	5972	724	54624	None
WM17_S12_MAGScoT_cleanbin_000034	80.96	0.56	Neural Network (Specific Model)	11	0.909	6667	310.41953663118346	3266310	0.35	3194	549	27136	None
WM17_S12_MAGScoT_cleanbin_000035	76.06	2.83	Gradient Boost (General Model)	11	0.935	5312	268.9525934188511	1543446	0.47	1793	306	21556	None
WM17_S12_MAGScoT_cleanbin_000036	72.84	1.65	Neural Network (Specific Model)	11	0.919	6593	294.17549504950495	3870139	0.65	4040	661	22309	None
WM17_S12_MAGScoT_cleanbin_000037	96.55	13.56	Gradient Boost (General Model)	11	0.903	372498	297.48113933795224	1280936	0.54	1299	6	638352	None
WM17_S12_MAGScoT_cleanbin_000038	64.41	3.44	Neural Network (Specific Model)	11	0.887	5290	252.92371925073346	3781279	0.65	4431	756	36122	None
WM17_S12_MAGScoT_cleanbin_000039	82.26	3.65	Gradient Boost (General Model)	11	0.908	9097	288.2316118935837	3644882	0.6	3834	500	49347	None
WM17_S12_MAGScoT_cleanbin_000040	83.85	0.06	Gradient Boost (General Model)	11	0.918	177572	269.5230769230769	685392	0.53	780	5	198762	None
WM17_S12_MAGScoT_cleanbin_000041	66.94	0.53	Gradient Boost (General Model)	11	0.902	5461	261.9569993722536	2771110	0.6	3186	542	20089	None
WM17_S12_MAGScoT_cleanbin_000042	81.91	0.86	Gradient Boost (General Model)	11	0.873	14151	308.31199489578904	4974756	0.51	4702	419	72233	None
WM17_S12_MAGScoT_cleanbin_000043	67.35	0.45	Neural Network (Specific Model)	11	0.866	7617	263.1987708516242	5181636	0.63	5695	799	63254	None
WM17_S12_MAGScoT_cleanbin_000044	49.6	1.19	Neural Network (Specific Model)	11	0.896	4258	291.05835635359114	2816389	0.4	2896	682	16179	None
WM17_S12_MAGScoT_cleanbin_000045	63.51	0.2	Gradient Boost (General Model)	11	0.891	5517	316.4996988556515	5300238	0.61	4981	1034	30724	None
WM18_S13_MAGScoT_cleanbin_000001	100.0	2.21	Gradient Boost (General Model)	11	0.913	78655	346.4168449197861	4252018	0.4	3740	107	272063	None
WM18_S13_MAGScoT_cleanbin_000002	99.98	2.05	Neural Network (Specific Model)	11	0.928	349788	350.8360507246377	5005280	0.34	4416	37	521957	None
WM18_S13_MAGScoT_cleanbin_000003	99.91	0.17	Neural Network (Specific Model)	11	0.916	316649	362.3137019230769	3942657	0.42	3328	33	510827	None
WM18_S13_MAGScoT_cleanbin_000004	99.79	0.47	Gradient Boost (General Model)	11	0.893	457129	358.77013791724966	6025370	0.41	5003	56	1408550	None
WM18_S13_MAGScoT_cleanbin_000005	100.0	3.71	Neural Network (Specific Model)	11	0.908	136224	320.74167709637044	4224642	0.64	3995	72	464093	None
WM18_S13_MAGScoT_cleanbin_000006	100.0	0.93	Gradient Boost (General Model)	11	0.933	140351	367.0509040333797	4238804	0.39	3595	59	598189	None
WM18_S13_MAGScoT_cleanbin_000007	98.77	0.43	Neural Network (Specific Model)	11	0.916	31773	345.4417750141323	3995976	0.36	3538	193	97832	None
WM18_S13_MAGScoT_cleanbin_000008	99.33	1.74	Neural Network (Specific Model)	11	0.852	30943	288.6495176848875	3469543	0.52	3421	186	109305	None
WM18_S13_MAGScoT_cleanbin_000009	100.0	3.77	Gradient Boost (General Model)	11	0.896	189299	339.6659865333605	5566602	0.45	4901	56	308415	None
WM18_S13_MAGScoT_cleanbin_000010	98.97	2.85	Gradient Boost (General Model)	11	0.945	54973	349.60421545667447	3313990	0.37	2989	126	164916	None
WM18_S13_MAGScoT_cleanbin_000011	100.0	8.4	Gradient Boost (General Model)	11	0.909	74897	312.0371142618849	4932501	0.6	4796	102	312669	None
WM18_S13_MAGScoT_cleanbin_000012	100.0	1.0	Gradient Boost (General Model)	11	0.905	25213	352.4641949152542	5509688	0.4	4720	316	97876	None
WM18_S13_MAGScoT_cleanbin_000013	96.97	2.64	Neural Network (Specific Model)	11	0.935	29880	360.67874396135267	4309631	0.36	3726	213	158167	None
WM18_S13_MAGScoT_cleanbin_000014	96.85	2.81	Gradient Boost (General Model)	11	0.951	30226	360.23343323343323	3403250	0.56	3003	187	99021	None
WM18_S13_MAGScoT_cleanbin_000015	99.41	4.05	Gradient Boost (General Model)	11	0.907	17209	297.58750492707924	4984335	0.68	5074	406	235912	None
WM18_S13_MAGScoT_cleanbin_000016	100.0	0.08	Gradient Boost (General Model)	11	0.876	9747	311.03573931324456	1516612	0.34	1427	195	32224	None
WM18_S13_MAGScoT_cleanbin_000017	96.52	3.93	Gradient Boost (General Model)	11	0.913	15536	290.76538291279326	6466144	0.65	6777	577	76730	None
WM18_S13_MAGScoT_cleanbin_000018	96.0	1.13	Gradient Boost (General Model)	11	0.95	26725	335.5755766621438	3895369	0.66	3685	209	82912	None
WM18_S13_MAGScoT_cleanbin_000019	100.0	28.8	Gradient Boost (General Model)	11	0.922	530342	380.3747986396993	6905714	0.4	5587	28	2510750	None
WM18_S13_MAGScoT_cleanbin_000020	92.92	0.35	Gradient Boost (General Model)	11	0.902	8002	267.02241594022416	2846574	0.64	3212	434	30854	None
WM18_S13_MAGScoT_cleanbin_000021	98.43	0.25	Gradient Boost (General Model)	11	0.922	11611	286.1093117408907	3211627	0.63	3458	358	53771	None
WM18_S13_MAGScoT_cleanbin_000022	92.28	5.54	Neural Network (Specific Model)	11	0.869	40054	296.8014358255997	5845709	0.63	5711	269	160085	None
WM18_S13_MAGScoT_cleanbin_000023	99.99	11.6	Neural Network (Specific Model)	11	0.867	66297	301.29490392648285	7474646	0.63	7182	179	230753	None
WM18_S13_MAGScoT_cleanbin_000024	91.88	9.37	Neural Network (Specific Model)	11	0.881	20914	287.7542173401334	4989144	0.62	5098	356	129146	None
WM18_S13_MAGScoT_cleanbin_000025	87.97	1.7	Gradient Boost (General Model)	11	0.89	9396	327.5913654618474	5487758	0.41	4980	735	45124	None
WM18_S13_MAGScoT_cleanbin_000026	81.6	4.07	Gradient Boost (General Model)	11	0.895	6693	273.541921554516	2544085	0.63	2779	412	30727	None
WM18_S13_MAGScoT_cleanbin_000027	80.86	2.37	Gradient Boost (General Model)	11	0.897	7764	266.4372768995411	3487694	0.65	3922	510	45761	None
WM18_S13_MAGScoT_cleanbin_000028	84.94	1.8	Gradient Boost (General Model)	11	0.92	9109	304.0431317393343	4222191	0.43	4266	565	47308	None
WM18_S13_MAGScoT_cleanbin_000029	75.94	0.74	Neural Network (Specific Model)	11	0.9	5719	257.8205397826849	2446454	0.68	2853	468	28143	None
WM18_S13_MAGScoT_cleanbin_000030	88.04	5.51	Neural Network (Specific Model)	11	0.867	28591	285.01292246520876	4951952	0.61	5030	254	113846	None
WM18_S13_MAGScoT_cleanbin_000031	85.9	1.18	Gradient Boost (General Model)	11	0.894	16593	328.0470179867466	3484082	0.45	3169	294	55080	None
WM18_S13_MAGScoT_cleanbin_000032	100.0	0.22	Gradient Boost (General Model)	11	0.919	44671	294.37742303306726	841281	0.45	877	34	78434	None
WM18_S13_MAGScoT_cleanbin_000033	100.0	0.04	Gradient Boost (General Model)	11	0.918	835446	278.495652173913	835446	0.53	920	1	835446	None
WM18_S13_MAGScoT_cleanbin_000034	75.74	1.17	Gradient Boost (General Model)	11	0.924	5088	271.87563376081124	2955585	0.7	3353	620	18508	None
WM18_S13_MAGScoT_cleanbin_000035	88.82	2.87	Gradient Boost (General Model)	11	0.899	17225	335.8931409113021	6901646	0.64	6167	589	64443	None
WM18_S13_MAGScoT_cleanbin_000036	100.0	0.99	Gradient Boost (General Model)	11	0.901	239246	295.06372132540355	1153584	0.54	1177	5	548909	None
WM18_S13_MAGScoT_cleanbin_000037	68.97	3.83	Neural Network (Specific Model)	11	0.888	5630	254.48913515862668	3947866	0.65	4602	744	41296	None
WM18_S13_MAGScoT_cleanbin_000038	74.11	0.27	Gradient Boost (General Model)	11	0.927	6825	261.3820224719101	2629559	0.67	3115	425	43307	None
WM18_S13_MAGScoT_cleanbin_000039	65.07	0.43	Neural Network (Specific Model)	11	0.933	672199	345.6308333333333	2664310	0.42	2400	22	1007092	None
WM18_S13_MAGScoT_cleanbin_000040	73.51	4.49	Neural Network (Specific Model)	11	0.892	8555	261.5178214998574	3078699	0.59	3507	425	56191	None
WM18_S13_MAGScoT_cleanbin_000041	59.23	0.51	Neural Network (Specific Model)	11	0.878	4542	267.8935441370224	3465944	0.6	3795	773	22076	None
WM18_S13_MAGScoT_cleanbin_000042	69.68	0.08	Neural Network (Specific Model)	11	0.934	5294	281.6559037670149	2849828	0.39	3159	583	17998	None
WM18_S13_MAGScoT_cleanbin_000043	57.53	0.89	Gradient Boost (General Model)	11	0.891	5165	254.2260079500284	3009040	0.71	3522	610	34248	None
WM18_S13_MAGScoT_cleanbin_000044	52.0	1.27	Gradient Boost (General Model)	11	0.894	3947	278.0871121718377	1561634	0.73	1676	385	22800	None
WM19_S14_MAGScoT_cleanbin_000001	100.0	2.36	Gradient Boost (General Model)	11	0.915	38107	339.48166843783207	4183210	0.4	3764	189	90519	None
WM19_S14_MAGScoT_cleanbin_000002	99.9	0.62	Gradient Boost (General Model)	11	0.916	658066	379.40037157454714	5345386	0.39	4306	18	1245492	None
WM19_S14_MAGScoT_cleanbin_000003	99.19	1.32	Neural Network (Specific Model)	11	0.916	160322	360.5431878895815	3972216	0.42	3369	56	307044	None
WM19_S14_MAGScoT_cleanbin_000004	98.52	3.39	Gradient Boost (General Model)	11	0.907	29397	359.3106674984404	5705906	0.43	4809	301	127007	None
WM19_S14_MAGScoT_cleanbin_000005	99.95	1.87	Gradient Boost (General Model)	11	0.895	161587	338.6242868785656	5560715	0.45	4908	63	339043	None
WM19_S14_MAGScoT_cleanbin_000006	100.0	0.97	Gradient Boost (General Model)	11	0.915	62389	347.4857706396168	4035934	0.36	3549	101	277351	None
WM19_S14_MAGScoT_cleanbin_000007	98.8	2.36	Gradient Boost (General Model)	11	0.909	67918	311.61208198489754	4758977	0.6	4635	104	325760	None
WM19_S14_MAGScoT_cleanbin_000008	97.24	1.45	Gradient Boost (General Model)	11	0.951	32287	362.2961373390558	3453991	0.56	3029	164	103021	None
WM19_S14_MAGScoT_cleanbin_000009	100.0	3.5	Neural Network (Specific Model)	11	0.909	103342	321.5204133064516	4200985	0.64	3968	71	390207	None
WM19_S14_MAGScoT_cleanbin_000010	94.85	1.07	Gradient Boost (General Model)	11	0.897	39748	346.1720097280566	5228917	0.47	4523	214	123750	None
WM19_S14_MAGScoT_cleanbin_000011	94.96	1.14	Gradient Boost (General Model)	11	0.934	22833	339.9456434852118	4091033	0.42	3753	259	77863	None
WM19_S14_MAGScoT_cleanbin_000012	96.39	3.63	Gradient Boost (General Model)	11	0.932	79983	348.08581722895514	3416035	0.35	3053	73	279524	None
WM19_S14_MAGScoT_cleanbin_000013	97.51	2.29	Gradient Boost (General Model)	11	0.947	29834	336.08825198637913	3742213	0.67	3524	201	82078	None
WM19_S14_MAGScoT_cleanbin_000014	95.87	12.13	Neural Network (Specific Model)	11	0.87	62733	300.7365501941209	7469342	0.63	7212	180	277207	None
WM19_S14_MAGScoT_cleanbin_000015	99.45	7.65	Gradient Boost (General Model)	11	0.892	427849	356.96635442554003	6272821	0.4	5231	58	1191925	None
WM19_S14_MAGScoT_cleanbin_000016	87.4	3.83	Gradient Boost (General Model)	11	0.947	16290	333.839860411012	2724635	0.37	2579	232	72943	None
WM19_S14_MAGScoT_cleanbin_000017	88.44	5.01	Neural Network (Specific Model)	11	0.866	37777	296.0849612974567	5559746	0.63	5426	242	128026	None
WM19_S14_MAGScoT_cleanbin_000018	81.66	4.02	Neural Network (Specific Model)	11	0.935	11257	313.95950985615343	3775399	0.67	3754	427	64849	None
WM19_S14_MAGScoT_cleanbin_000019	90.15	8.24	Neural Network (Specific Model)	11	0.88	20101	287.9169632265718	4955562	0.62	5058	363	122074	None
WM19_S14_MAGScoT_cleanbin_000020	89.69	1.33	Gradient Boost (General Model)	11	0.889	112977	333.68967376651386	4172554	0.39	3709	106	292733	None
WM19_S14_MAGScoT_cleanbin_000021	81.11	2.04	Neural Network (Specific Model)	11	0.919	7729	296.6438123024556	3978934	0.43	4113	595	33689	None
WM19_S14_MAGScoT_cleanbin_000022	80.68	1.87	Gradient Boost (General Model)	11	0.942	19450	333.4104111655979	2809538	0.36	2651	219	67504	None
WM19_S14_MAGScoT_cleanbin_000023	74.48	2.03	Neural Network (Specific Model)	11	0.909	5947	291.61255656108597	1696585	0.42	1768	317	20480	None
WM19_S14_MAGScoT_cleanbin_000024	85.12	2.76	Gradient Boost (General Model)	11	0.904	142745	276.2859701492537	1532071	0.55	1675	53	280746	None
WM19_S14_MAGScoT_cleanbin_000025	99.98	0.02	Gradient Boost (General Model)	11	0.902	205766	293.44148020654046	1132199	0.54	1162	8	343432	None
WM19_S14_MAGScoT_cleanbin_000026	80.92	5.0	Gradient Boost (General Model)	11	0.907	6129	258.9908675799087	5242514	0.65	6132	956	54756	None
WM19_S14_MAGScoT_cleanbin_000027	68.55	1.25	Neural Network (Specific Model)	11	0.9	5293	257.4977908689249	2325422	0.68	2716	464	21986	None
WM19_S14_MAGScoT_cleanbin_000028	79.41	2.76	Gradient Boost (General Model)	11	0.935	6880	261.63216995447647	2757647	0.69	3295	450	39493	None
WM19_S14_MAGScoT_cleanbin_000029	81.57	5.71	Neural Network (Specific Model)	11	0.868	15657	272.5806002782747	4731902	0.61	5031	447	93379	None
WM19_S14_MAGScoT_cleanbin_000030	61.85	2.58	Gradient Boost (General Model)	11	0.891	5349	257.2639551192146	3083141	0.71	3565	612	23818	None
WM19_S14_MAGScoT_cleanbin_000031	74.83	3.09	Neural Network (Specific Model)	11	0.909	5494	263.59278224823214	3557377	0.7	4101	682	32602	None
WM19_S14_MAGScoT_cleanbin_000032	68.56	2.33	Gradient Boost (General Model)	11	0.909	4089	253.84762308998302	1971351	0.68	2356	486	13064	None
WM19_S14_MAGScoT_cleanbin_000033	69.01	2.76	Neural Network (Specific Model)	11	0.932	6393	313.2564505978603	3198585	0.39	3178	573	27207	None
WM19_S14_MAGScoT_cleanbin_000034	55.37	0.57	Gradient Boost (General Model)	11	0.925	4879	251.39115516584064	2132858	0.66	2623	453	27155	None
WM19_S14_MAGScoT_cleanbin_000035	43.53	2.51	Neural Network (Specific Model)	11	0.918	4026	266.08667529107373	2012037	0.7	2319	504	11283	None
WM20_S15_MAGScoT_cleanbin_000001	100.0	2.21	Gradient Boost (General Model)	11	0.914	76803	345.6479250334672	4231488	0.4	3735	116	207438	None
WM20_S15_MAGScoT_cleanbin_000002	100.0	1.17	Gradient Boost (General Model)	11	0.916	437609	378.4156709558824	5388046	0.39	4352	28	1146476	None
WM20_S15_MAGScoT_cleanbin_000003	100.0	2.42	Gradient Boost (General Model)	11	0.896	47554	344.3295483870968	4460956	0.38	3875	127	151382	None
WM20_S15_MAGScoT_cleanbin_000004	99.81	2.08	Gradient Boost (General Model)	11	0.892	717055	358.10480349344977	6058283	0.4	5038	59	1408395	None
WM20_S15_MAGScoT_cleanbin_000005	99.41	2.36	Gradient Boost (General Model)	11	0.895	189829	339.95740323571573	5559404	0.45	4883	59	602207	None
WM20_S15_MAGScoT_cleanbin_000006	100.0	1.22	Neural Network (Specific Model)	11	0.911	105809	320.03024193548384	4176479	0.64	3968	65	386992	None
WM20_S15_MAGScoT_cleanbin_000007	99.97	0.19	Neural Network (Specific Model)	11	0.909	162597	355.5281030444965	4001007	0.42	3416	50	413487	None
WM20_S15_MAGScoT_cleanbin_000008	100.0	4.92	Gradient Boost (General Model)	11	0.935	1006925	358.1891252955083	4369206	0.42	3807	56	1201091	None
WM20_S15_MAGScoT_cleanbin_000009	99.71	0.07	Gradient Boost (General Model)	11	0.909	119623	361.17493925720237	3428065	0.34	2881	55	418697	None
WM20_S15_MAGScoT_cleanbin_000010	96.34	2.92	Gradient Boost (General Model)	11	0.899	32003	302.9034304511278	4294954	0.71	4256	207	118645	None
WM20_S15_MAGScoT_cleanbin_000011	100.0	0.95	Gradient Boost (General Model)	11	0.933	97758	360.949826527889	4345921	0.39	3747	93	257988	None
WM20_S15_MAGScoT_cleanbin_000012	97.61	0.0	Gradient Boost (General Model)	11	0.932	241243	351.775880097595	3244320	0.35	2869	45	422288	None
WM20_S15_MAGScoT_cleanbin_000013	97.13	6.86	Gradient Boost (General Model)	11	0.94	61132	338.5464587394412	3319714	0.36	3078	123	241348	None
WM20_S15_MAGScoT_cleanbin_000014	95.93	3.2	Neural Network (Specific Model)	11	0.917	19523	325.2653343886031	5366113	0.65	5054	387	75085	None
WM20_S15_MAGScoT_cleanbin_000015	99.75	0.78	Neural Network (Specific Model)	11	0.935	51141	323.23972427878476	4049631	0.39	3917	138	155827	None
WM20_S15_MAGScoT_cleanbin_000016	99.57	2.14	Neural Network (Specific Model)	11	0.904	25367	294.0654627539503	3020844	0.68	3101	175	160601	None
WM20_S15_MAGScoT_cleanbin_000017	98.59	6.7	Gradient Boost (General Model)	11	0.908	24538	304.7364691989766	5106505	0.68	5081	288	237317	None
WM20_S15_MAGScoT_cleanbin_000018	92.4	1.89	Gradient Boost (General Model)	11	0.937	12002	315.97975282671575	3838349	0.67	3803	424	73126	None
WM20_S15_MAGScoT_cleanbin_000019	93.55	3.05	Gradient Boost (General Model)	11	0.904	9847	312.21069433359935	5184709	0.67	5012	663	45986	None
WM20_S15_MAGScoT_cleanbin_000020	86.03	2.06	Neural Network (Specific Model)	11	0.917	11429	292.3977767037216	3951158	0.69	4138	436	44208	None
WM20_S15_MAGScoT_cleanbin_000021	96.74	1.39	Gradient Boost (General Model)	11	0.875	7260	298.84159106769016	1465486	0.34	1433	233	38652	None
WM20_S15_MAGScoT_cleanbin_000022	98.22	3.83	Gradient Boost (General Model)	11	0.947	43192	338.9967204154141	3919665	0.67	3659	131	170650	None
WM20_S15_MAGScoT_cleanbin_000023	90.22	6.18	Gradient Boost (General Model)	11	0.894	16731	316.3445105462412	3920555	0.39	3698	342	90727	None
WM20_S15_MAGScoT_cleanbin_000024	94.26	3.91	Gradient Boost (General Model)	11	0.916	32297	325.3793991416309	6198580	0.66	5825	340	100608	None
WM20_S15_MAGScoT_cleanbin_000025	91.86	4.25	Gradient Boost (General Model)	11	0.91	15982	326.90555845966196	6175976	0.43	5739	524	328433	None
WM20_S15_MAGScoT_cleanbin_000026	91.51	5.24	Gradient Boost (General Model)	11	0.91	9866	281.4854383358098	6230263	0.65	6730	774	71532	None
WM20_S15_MAGScoT_cleanbin_000027	91.56	4.71	Neural Network (Specific Model)	11	0.928	12101	331.5760500913123	4102142	0.35	3833	449	50274	None
WM20_S15_MAGScoT_cleanbin_000028	73.62	1.21	Gradient Boost (General Model)	11	0.891	5707	295.06519174041296	3362660	0.74	3390	618	57999	None
WM20_S15_MAGScoT_cleanbin_000029	86.09	1.3	Gradient Boost (General Model)	11	0.92	10117	272.8898978433598	2344601	0.6	2643	295	48323	None
WM20_S15_MAGScoT_cleanbin_000030	100.0	13.26	Neural Network (Specific Model)	11	0.866	66675	300.21619968187935	8491238	0.63	8173	223	206488	None
WM20_S15_MAGScoT_cleanbin_000031	89.55	3.63	Gradient Boost (General Model)	11	0.904	10567	284.1717274815004	3689622	0.6	3919	437	63564	None
WM20_S15_MAGScoT_cleanbin_000032	89.54	4.66	Neural Network (Specific Model)	11	0.867	40565	296.599403404106	5839115	0.63	5699	233	180674	None
WM20_S15_MAGScoT_cleanbin_000033	97.79	8.78	Gradient Boost (General Model)	11	0.91	69723	314.22705809895297	5039807	0.6	4871	114	423684	None
WM20_S15_MAGScoT_cleanbin_000034	92.91	5.21	Gradient Boost (General Model)	11	0.94	18554	290.8215517241379	3220538	0.69	3480	248	63606	None
WM20_S15_MAGScoT_cleanbin_000035	84.11	6.5	Neural Network (Specific Model)	11	0.879	14938	283.0345192714951	4553924	0.61	4722	403	109925	None
WM20_S15_MAGScoT_cleanbin_000036	88.33	2.01	Neural Network (Specific Model)	11	0.933	29884	292.0847559149446	3127462	0.67	3339	162	109556	None
WM20_S15_MAGScoT_cleanbin_000037	88.09	6.74	Neural Network (Specific Model)	11	0.867	42777	288.9368855682265	5075254	0.61	5086	189	130222	None
WM20_S15_MAGScoT_cleanbin_000038	98.34	0.11	Gradient Boost (General Model)	11	0.917	44327	296.22460496613996	857304	0.46	886	31	136417	None
WM20_S15_MAGScoT_cleanbin_000039	84.4	3.28	Gradient Boost (General Model)	11	0.947	6702	321.3945215225898	2852661	0.55	2811	472	28254	None
WM20_S15_MAGScoT_cleanbin_000040	86.97	1.26	Gradient Boost (General Model)	11	0.906	156403	273.82974559686886	1386642	0.55	1533	47	678841	None
WM20_S15_MAGScoT_cleanbin_000041	77.56	2.33	Gradient Boost (General Model)	11	0.925	14871	359.2206175298805	4668549	0.59	4016	377	49850	None
WM20_S15_MAGScoT_cleanbin_000042	100.0	0.07	Gradient Boost (General Model)	11	0.9	323131	294.1792452830189	1140930	0.54	1166	7	487774	None
WM20_S15_MAGScoT_cleanbin_000043	79.7	1.78	Neural Network (Specific Model)	11	0.879	73429	300.3212121212121	4223266	0.61	4125	119	186805	None
WM20_S15_MAGScoT_cleanbin_000044	78.93	3.96	Neural Network (Specific Model)	11	0.922	6744	270.55765472312703	2694654	0.56	3070	449	36391	None
WM20_S15_MAGScoT_cleanbin_000045	75.3	4.4	Gradient Boost (General Model)	11	0.865	8572	260.95737483085253	6676213	0.63	7390	922	56001	None
WM20_S15_MAGScoT_cleanbin_000046	68.6	4.16	Neural Network (Specific Model)	11	0.936	5861	261.10332271279015	1833701	0.64	2197	347	20508	None
WM20_S15_MAGScoT_cleanbin_000047	81.29	1.74	Gradient Boost (General Model)	11	0.904	9334	307.3993829276654	2971054	0.38	2917	395	31079	None
WM20_S15_MAGScoT_cleanbin_000048	54.9	3.44	Gradient Boost (General Model)	11	0.899	3820	297.1205501618123	1223255	0.38	1236	322	10460	None
WM20_S15_MAGScoT_cleanbin_000049	57.74	2.31	Neural Network (Specific Model)	11	0.922	4724	254.64616782793092	2731802	0.66	3301	592	21283	None
WM20_S15_MAGScoT_cleanbin_000050	57.22	0.45	Gradient Boost (General Model)	11	0.899	4554	240.03434769508888	2652539	0.66	3319	603	18542	None
WM21_S16_MAGScoT_cleanbin_000001	99.99	0.23	Neural Network (Specific Model)	11	0.936	286683	362.07104895104897	4144187	0.42	3575	30	355434	None
WM21_S16_MAGScoT_cleanbin_000002	100.0	1.15	Gradient Boost (General Model)	11	0.895	185585	340.16299196373376	5529178	0.45	4853	51	784487	None
WM21_S16_MAGScoT_cleanbin_000003	99.79	0.19	Gradient Boost (General Model)	11	0.893	452414	358.4343029087262	5999289	0.4	4985	59	1037643	None
WM21_S16_MAGScoT_cleanbin_000004	99.9	0.16	Neural Network (Specific Model)	11	0.911	313732	361.1961136023916	3971557	0.42	3345	40	627948	None
WM21_S16_MAGScoT_cleanbin_000005	100.0	0.91	Gradient Boost (General Model)	11	0.916	156372	352.0703546099291	4057506	0.36	3525	58	288446	None
WM21_S16_MAGScoT_cleanbin_000006	99.47	0.16	Gradient Boost (General Model)	11	0.952	72675	376.2773224043716	3462589	0.56	2928	92	177944	None
WM21_S16_MAGScoT_cleanbin_000007	100.0	2.68	Neural Network (Specific Model)	11	0.916	71038	335.3690596562184	6507553	0.66	5934	167	262318	None
WM21_S16_MAGScoT_cleanbin_000008	100.0	0.27	Gradient Boost (General Model)	11	0.933	111777	349.66133246244283	3439949	0.35	3062	78	260752	None
